session_id,user_id,region,user_segment,device,variant,peak_hour,rainy_weather,basket_size,trip_distance_km,order_subtotal,delivery_fee,variable_cost,checkout_started,converted_order,cancelled_order,net_completed_order,gross_revenue,contribution_margin
PRC-00219,USR-0219,east,power_user,web,treatment,0,0,4,2.58,47.95,3.49,2.52,1,1,0,1,12.12,9.6
PRC-00220,USR-0220,west,price_sensitive,ios,treatment,0,0,5,3.31,50.29,3.73,2.83,1,1,0,1,12.78,9.95
PRC-00221,USR-0221,north,casual,android,treatment,0,0,1,5.01,20.57,4.3,2.6,1,0,0,0,3.7,3.7
PRC-00222,USR-0222,south,power_user,web,treatment,0,0,2,5.45,24.92,4.01,2.85,1,1,0,1,8.5,5.65
PRC-00223,USR-0223,east,price_sensitive,ios,control,1,0,3,5.57,25.76,5.1,3.38,1,1,0,1,9.74,6.36
PRC-00224,USR-0224,west,casual,android,control,1,0,4,6.39,30.61,5.57,3.71,1,0,0,0,5.51,5.51
PRC-00225,USR-0225,north,power_user,web,treatment,0,1,5,2.06,32.37,3.76,2.8,1,0,0,0,5.83,5.83
PRC-00226,USR-0226,south,price_sensitive,ios,treatment,0,0,1,3.27,35.07,3.62,2.22,1,1,0,1,9.93,7.71
PRC-00227,USR-0227,east,casual,android,control,0,0,2,3.22,36.62,4.38,2.36,1,1,0,1,10.97,8.61
PRC-00228,USR-0228,west,power_user,web,treatment,0,0,3,4.2,39.9,4.04,2.72,1,1,0,1,11.22,8.5
PRC-00229,USR-0229,north,price_sensitive,ios,control,1,0,4,5.04,43.5,4.92,3.41,1,1,0,1,12.75,9.34
PRC-00230,USR-0230,south,casual,android,treatment,1,0,5,5.58,47.37,4.98,3.68,1,0,0,0,8.53,8.53
PRC-00231,USR-0231,east,power_user,web,control,0,0,1,7.09,50.53,5.08,3.06,1,0,0,0,9.1,9.1
PRC-00232,USR-0232,west,price_sensitive,ios,control,0,0,2,1.67,21.04,3.61,2.02,1,0,0,0,3.79,3.79
PRC-00233,USR-0233,north,casual,android,treatment,0,1,3,3.01,23.27,4.28,2.71,1,1,0,1,8.47,5.76
PRC-00234,USR-0234,south,power_user,web,treatment,0,0,4,3.9,27.65,4.34,2.81,1,0,0,0,4.98,4.98
PRC-00235,USR-0235,east,price_sensitive,ios,treatment,1,0,5,4.68,29.54,4.31,3.48,1,1,0,1,9.63,6.15
PRC-00236,USR-0236,west,casual,android,control,1,0,1,5.84,31.35,5.13,3.13,1,1,0,1,10.77,7.64
PRC-00237,USR-0237,north,power_user,web,control,0,0,2,5.62,36.46,4.7,2.89,1,0,0,0,6.56,6.56
PRC-00238,USR-0238,south,price_sensitive,ios,treatment,0,0,3,6.7,36.53,4.34,3.27,1,1,0,1,10.92,7.65
PRC-00239,USR-0239,east,casual,android,control,0,0,4,2.43,42.21,4.16,2.48,1,1,0,1,11.76,9.28
PRC-00240,USR-0240,west,power_user,web,control,0,0,5,2.59,44.57,3.86,2.67,1,1,0,1,11.88,9.21
PRC-00241,USR-0241,north,price_sensitive,ios,control,1,1,1,3.47,46.97,4.99,2.86,1,1,0,1,13.44,10.58
PRC-00242,USR-0242,south,casual,android,control,1,0,2,5.08,51.31,4.97,3.12,1,1,0,1,14.21,11.09
PRC-00243,USR-0243,east,power_user,web,treatment,0,0,3,5.68,22.38,4.63,3.05,1,1,0,1,8.66,5.61
PRC-00244,USR-0244,west,price_sensitive,ios,treatment,0,0,4,6.17,24.96,3.64,3.31,1,0,0,0,4.49,4.49
PRC-00245,USR-0245,north,casual,android,treatment,0,0,5,7.22,25.8,4.44,3.69,1,0,0,0,4.64,4.64
PRC-00246,USR-0246,south,power_user,web,control,0,0,1,2.64,29.23,3.67,2.08,1,1,0,1,8.93,6.85
PRC-00247,USR-0247,east,price_sensitive,ios,control,1,0,2,2.9,30.79,4.37,2.64,1,0,0,0,5.54,5.54
PRC-00248,USR-0248,west,casual,android,control,1,0,3,4.22,33.6,5.15,3.08,1,0,0,0,6.05,6.05
PRC-00249,USR-0249,north,power_user,web,treatment,0,1,4,4.24,36.88,4.4,3.13,1,0,0,0,6.64,6.64
PRC-00250,USR-0250,south,price_sensitive,ios,control,0,0,5,5.24,41.77,3.94,3.25,1,1,0,1,11.46,8.21
PRC-00251,USR-0251,east,casual,android,treatment,0,0,1,6.37,44.12,4.51,2.9,1,1,0,1,12.45,9.55
PRC-00252,USR-0252,west,power_user,web,control,0,0,2,6.8,45.27,4.93,3.15,1,1,0,1,13.08,9.93
PRC-00253,USR-0253,north,price_sensitive,ios,treatment,1,0,3,1.52,50.09,3.83,2.48,1,1,0,1,12.85,10.37
PRC-00254,USR-0254,south,casual,android,control,1,0,4,2.59,21.15,4.48,2.87,1,0,0,0,3.81,3.81
PRC-00255,USR-0255,east,power_user,web,control,0,0,5,3.18,25.31,4.04,2.8,1,1,0,1,8.6,5.8
PRC-00256,USR-0256,west,price_sensitive,ios,treatment,0,0,1,4.46,26.17,3.81,2.48,1,0,0,0,4.71,4.71
PRC-00257,USR-0257,north,casual,android,control,0,1,2,5.65,27.76,4.32,3.14,1,0,0,0,5.0,5.0
PRC-00258,USR-0258,south,power_user,web,treatment,0,0,3,6.38,33.3,4.34,3.2,1,1,0,1,10.33,7.13
PRC-00259,USR-0259,east,price_sensitive,ios,treatment,1,0,4,7.23,34.11,4.81,3.89,1,0,0,0,6.14,6.14
PRC-00260,USR-0260,west,casual,android,treatment,1,0,5,1.58,39.24,4.87,2.8,1,1,0,1,11.93,9.13
PRC-00261,USR-0261,north,power_user,web,control,0,0,1,2.35,40.0,4.25,2.02,1,1,0,1,11.45,9.43
PRC-00262,USR-0262,south,price_sensitive,ios,treatment,0,0,2,4.0,43.09,3.33,2.53,1,1,0,1,11.09,8.56
PRC-00263,USR-0263,east,casual,android,treatment,0,0,3,4.05,46.26,3.95,2.69,1,0,0,0,8.33,8.33
PRC-00264,USR-0264,west,power_user,web,treatment,0,0,4,5.16,51.13,4.7,3.09,1,1,0,1,13.9,10.81
PRC-00265,USR-0265,north,price_sensitive,ios,treatment,1,1,5,6.46,20.82,4.91,4.12,1,1,0,1,8.66,4.54
PRC-00266,USR-0266,south,casual,android,treatment,1,0,1,6.69,23.81,5.17,3.32,1,0,0,0,4.29,4.29
PRC-00267,USR-0267,east,power_user,web,control,0,0,2,2.01,26.91,3.97,2.09,1,1,1,0,4.84,4.84
PRC-00268,USR-0268,west,price_sensitive,ios,treatment,0,0,3,3.5,28.93,3.32,2.57,1,0,0,0,5.21,5.21
PRC-00269,USR-0269,north,casual,android,treatment,0,0,4,3.87,30.86,3.91,2.8,1,0,0,0,5.55,5.55
PRC-00270,USR-0270,south,power_user,web,treatment,0,0,5,4.07,36.83,4.17,3.0,1,0,0,0,6.63,6.63
PRC-00271,USR-0271,east,price_sensitive,ios,control,1,0,1,5.63,36.64,4.98,3.09,1,1,0,1,11.58,8.49
PRC-00272,USR-0272,west,casual,android,treatment,1,0,2,6.64,41.68,5.42,3.46,1,0,0,0,7.5,7.5
PRC-00273,USR-0273,north,power_user,web,treatment,0,1,3,6.78,44.05,4.7,3.54,1,1,0,1,12.63,9.09
PRC-00274,USR-0274,south,price_sensitive,ios,treatment,0,0,4,1.96,46.85,3.3,2.38,1,1,0,1,11.73,9.35
PRC-00275,USR-0275,east,casual,android,control,0,0,5,2.64,51.49,4.29,2.68,1,1,0,1,13.56,10.88
PRC-00276,USR-0276,west,power_user,web,treatment,0,0,1,4.18,20.58,4.04,2.42,1,1,0,1,7.74,5.32
PRC-00277,USR-0277,north,price_sensitive,ios,treatment,1,0,2,4.32,23.02,3.93,2.95,1,0,0,0,4.14,4.14
PRC-00278,USR-0278,south,casual,android,treatment,1,0,3,5.55,27.78,5.72,3.37,1,0,0,0,5.0,5.0
PRC-00279,USR-0279,east,power_user,web,treatment,0,0,4,5.65,29.48,4.09,3.19,1,1,0,1,9.4,6.21
PRC-00280,USR-0280,west,price_sensitive,ios,control,0,0,5,6.74,32.54,4.93,3.58,1,0,0,0,5.86,5.86
PRC-00281,USR-0281,north,casual,android,treatment,0,1,1,1.87,33.8,4.13,2.16,1,0,0,0,6.08,6.08
PRC-00282,USR-0282,south,power_user,web,treatment,0,0,2,3.29,39.09,3.55,2.37,1,0,0,0,7.04,7.04
PRC-00283,USR-0283,east,price_sensitive,ios,treatment,1,0,3,3.92,40.87,4.11,3.01,1,0,0,0,7.36,7.36
PRC-00284,USR-0284,west,casual,android,treatment,1,0,4,4.12,44.44,5.5,3.21,1,1,0,1,13.5,10.29
PRC-00285,USR-0285,north,power_user,web,control,0,0,5,4.88,45.53,4.02,3.17,1,1,0,1,12.22,9.05
PRC-00286,USR-0286,south,price_sensitive,ios,control,0,0,1,6.57,51.29,4.93,2.95,1,1,0,1,14.16,11.21
PRC-00287,USR-0287,east,casual,android,treatment,0,0,2,6.66,19.44,4.57,3.12,1,1,0,1,8.07,4.95
PRC-00288,USR-0288,west,power_user,web,treatment,0,0,3,2.29,22.44,3.95,2.3,1,1,0,1,7.99,5.69
PRC-00289,USR-0289,north,price_sensitive,ios,treatment,1,1,4,2.33,27.69,3.55,3.06,1,0,0,0,4.98,4.98
PRC-00290,USR-0290,south,casual,android,treatment,1,0,5,4.02,29.98,4.99,3.33,1,0,0,0,5.4,5.4
PRC-00291,USR-0291,east,power_user,web,control,0,0,1,4.25,32.8,4.62,2.44,1,1,0,1,10.52,8.08
PRC-00292,USR-0292,west,price_sensitive,ios,treatment,0,0,2,4.79,34.54,3.36,2.7,1,1,0,1,9.58,6.88
PRC-00293,USR-0293,north,casual,android,control,0,0,3,5.88,38.52,4.69,3.09,1,0,0,0,6.93,6.93
PRC-00294,USR-0294,south,power_user,web,treatment,0,0,4,6.46,42.71,4.39,3.37,1,1,0,1,12.08,8.71
PRC-00295,USR-0295,east,price_sensitive,ios,control,1,0,5,1.8,43.14,4.05,2.85,1,1,0,1,11.82,8.97
PRC-00296,USR-0296,west,casual,android,treatment,1,0,1,3.34,45.97,4.63,2.58,1,1,0,1,12.9,10.32
PRC-00297,USR-0297,north,power_user,web,control,0,1,2,3.7,50.67,4.12,2.71,1,1,0,1,13.24,10.53
PRC-00298,USR-0298,south,price_sensitive,ios,control,0,0,3,4.51,22.31,4.67,2.79,1,1,0,1,8.69,5.9
PRC-00299,USR-0299,east,casual,android,control,0,0,4,5.76,23.63,4.62,3.22,1,1,0,1,8.87,5.65
PRC-00300,USR-0300,west,power_user,web,treatment,0,0,5,6.56,26.31,4.73,3.54,1,0,0,0,4.74,4.74
PRC-00301,USR-0301,north,price_sensitive,ios,control,1,0,1,6.98,29.1,5.07,3.39,1,0,0,0,5.24,5.24
PRC-00302,USR-0302,south,casual,android,control,1,0,2,2.42,32.36,4.33,2.53,1,0,0,0,5.82,5.82
PRC-00303,USR-0303,east,power_user,web,treatment,0,0,3,3.47,33.92,3.87,2.56,1,0,0,0,6.11,6.11
PRC-00304,USR-0304,west,price_sensitive,ios,control,0,0,4,4.01,39.69,3.89,2.83,1,1,0,1,11.03,8.2
PRC-00305,USR-0305,north,casual,android,control,0,1,5,4.3,39.78,4.19,3.3,1,1,0,1,11.35,8.05
PRC-00306,USR-0306,south,power_user,web,treatment,0,0,1,5.44,43.35,4.02,2.7,1,0,0,0,7.8,7.8
PRC-00307,USR-0307,east,price_sensitive,ios,treatment,1,0,2,5.9,46.15,4.9,3.3,1,0,0,0,8.31,8.31
PRC-00308,USR-0308,west,casual,android,treatment,1,0,3,7.28,49.05,5.53,3.75,1,0,0,0,8.83,8.83
PRC-00309,USR-0309,north,power_user,web,treatment,0,0,4,2.46,21.04,3.99,2.49,1,0,0,0,3.79,3.79
PRC-00310,USR-0310,south,price_sensitive,ios,control,0,0,5,3.46,23.56,4.32,2.86,1,0,0,0,4.24,4.24
PRC-00311,USR-0311,east,casual,android,treatment,0,0,1,3.8,27.32,3.73,2.34,1,0,0,0,4.92,4.92
PRC-00312,USR-0312,west,power_user,web,treatment,0,0,2,4.08,30.64,4.24,2.55,1,1,0,1,9.76,7.21
PRC-00313,USR-0313,north,price_sensitive,ios,control,1,1,3,5.08,30.67,4.69,3.52,1,0,0,0,5.52,5.52
PRC-00314,USR-0314,south,casual,android,control,1,0,4,6.6,36.21,5.61,3.75,1,0,0,0,6.52,6.52
PRC-00315,USR-0315,east,power_user,web,control,0,0,5,6.55,36.88,4.46,3.54,1,0,0,0,6.64,6.64
PRC-00316,USR-0316,west,price_sensitive,ios,treatment,0,0,1,1.71,40.4,3.57,1.88,1,1,0,1,10.84,8.96
PRC-00317,USR-0317,north,casual,android,treatment,0,0,2,3.07,44.72,4.07,2.33,1,0,0,0,8.05,8.05
PRC-00318,USR-0318,south,power_user,web,control,0,0,3,3.77,45.96,3.87,2.63,1,0,0,0,8.27,8.27
PRC-00319,USR-0319,east,price_sensitive,ios,control,1,0,4,4.15,49.01,5.02,3.21,1,1,0,1,13.84,10.63
PRC-00320,USR-0320,west,casual,android,treatment,1,0,5,5.03,21.78,4.91,3.56,1,0,0,0,3.92,3.92
PRC-00321,USR-0321,north,power_user,web,control,0,1,1,6.48,25.33,5.02,3.18,1,0,0,0,4.56,4.56
PRC-00322,USR-0322,south,price_sensitive,ios,control,0,0,2,7.16,25.81,4.59,3.23,1,1,0,1,9.24,6.01
PRC-00323,USR-0323,east,casual,android,control,0,0,3,2.15,28.41,4.22,2.27,1,0,0,0,5.11,5.11
PRC-00324,USR-0324,west,power_user,web,control,0,0,4,3.0,32.75,3.75,2.61,1,0,0,0,5.89,5.89
PRC-00325,USR-0325,north,price_sensitive,ios,treatment,1,0,5,3.16,35.73,4.03,3.15,1,0,0,0,6.43,6.43
PRC-00326,USR-0326,south,casual,android,control,1,0,1,3.91,39.1,4.84,2.71,1,0,0,0,7.04,7.04
PRC-00327,USR-0327,east,power_user,web,control,0,0,2,5.75,42.57,4.45,2.92,1,1,0,1,12.11,9.19
PRC-00328,USR-0328,west,price_sensitive,ios,control,0,0,3,6.59,44.46,4.26,3.25,1,0,0,0,8.0,8.0
PRC-00329,USR-0329,north,casual,android,treatment,0,1,4,7.42,47.63,5.05,3.83,1,1,0,1,13.62,9.79
PRC-00330,USR-0330,south,power_user,web,control,0,0,5,2.7,51.22,3.83,2.69,1,1,0,1,13.05,10.36
PRC-00331,USR-0331,east,price_sensitive,ios,treatment,1,0,1,3.35,22.24,3.7,2.59,1,0,0,0,4.0,4.0
PRC-00332,USR-0332,west,casual,android,control,1,0,2,3.44,25.34,5.15,2.76,1,1,0,1,9.71,6.95
PRC-00333,USR-0333,north,power_user,web,treatment,0,0,3,4.46,27.78,3.87,2.78,1,1,0,1,8.87,6.09
PRC-00334,USR-0334,south,price_sensitive,ios,control,0,0,4,4.92,28.6,4.54,3.03,1,0,0,0,5.15,5.15
PRC-00335,USR-0335,east,casual,android,treatment,0,0,5,5.71,33.25,4.69,3.36,1,0,0,0,5.98,5.98
PRC-00336,USR-0336,west,power_user,web,treatment,0,0,1,6.4,35.3,4.64,2.91,1,1,0,1,10.99,8.08
PRC-00337,USR-0337,north,price_sensitive,ios,control,1,1,2,1.81,37.27,4.18,2.65,1,0,0,0,6.71,6.71
PRC-00338,USR-0338,south,casual,android,treatment,1,0,3,3.17,40.36,4.47,2.85,1,0,0,0,7.26,7.26
PRC-00339,USR-0339,east,power_user,web,treatment,0,0,4,3.24,42.42,3.75,2.66,1,1,0,1,11.39,8.73
PRC-00340,USR-0340,west,price_sensitive,ios,treatment,0,0,5,4.27,47.56,3.31,3.04,1,0,0,0,8.56,8.56
PRC-00341,USR-0341,north,casual,android,control,0,0,1,4.96,50.15,4.0,2.59,1,1,0,1,13.03,10.44
PRC-00342,USR-0342,south,power_user,web,treatment,0,0,2,6.16,20.46,4.42,3.01,1,1,0,1,8.1,5.09
PRC-00343,USR-0343,east,price_sensitive,ios,control,1,0,3,7.21,22.77,5.72,3.74,1,1,0,1,9.82,6.08
PRC-00344,USR-0344,west,casual,android,treatment,1,0,4,2.18,25.07,4.34,2.78,1,1,0,1,8.85,6.07
PRC-00345,USR-0345,north,power_user,web,treatment,0,1,5,2.69,28.22,3.84,2.94,1,1,0,1,8.92,5.98
PRC-00346,USR-0346,south,price_sensitive,ios,treatment,0,0,1,3.71,30.92,3.84,2.32,1,1,0,1,9.41,7.09
PRC-00347,USR-0347,east,casual,android,control,0,0,2,4.45,33.7,4.52,2.63,1,0,0,0,6.07,6.07
PRC-00348,USR-0348,west,power_user,web,control,0,0,3,5.59,39.26,4.52,3.03,1,1,0,1,11.59,8.56
PRC-00349,USR-0349,north,price_sensitive,ios,control,1,0,4,6.62,42.78,4.89,3.76,1,0,0,0,7.7,7.7
PRC-00350,USR-0350,south,casual,android,control,1,0,5,7.22,43.63,5.63,4.04,1,0,0,0,7.85,7.85
PRC-00351,USR-0351,east,power_user,web,treatment,0,0,1,2.69,46.57,3.72,2.09,1,0,0,0,8.38,8.38
PRC-00352,USR-0352,west,price_sensitive,ios,treatment,0,0,2,3.12,49.31,3.6,2.34,1,0,0,0,8.88,8.88
PRC-00353,USR-0353,north,casual,android,treatment,0,1,3,3.31,20.22,3.97,2.78,1,1,0,1,7.61,4.83
PRC-00354,USR-0354,south,power_user,web,control,0,0,4,3.93,21.91,3.97,2.81,1,0,0,0,3.94,3.94
PRC-00355,USR-0355,east,price_sensitive,ios,treatment,1,0,5,5.69,26.66,4.34,3.7,1,1,0,1,9.14,5.44
PRC-00356,USR-0356,west,casual,android,treatment,1,0,1,5.64,30.24,5.63,3.09,1,1,0,1,11.07,7.98
PRC-00357,USR-0357,north,power_user,web,treatment,0,0,2,6.55,30.65,4.16,3.09,1,1,0,1,9.68,6.59
PRC-00358,USR-0358,south,price_sensitive,ios,treatment,0,0,3,2.39,33.67,3.23,2.33,1,1,0,1,9.29,6.96
PRC-00359,USR-0359,east,casual,android,treatment,0,0,4,2.9,36.6,3.67,2.59,1,0,0,0,6.59,6.59
PRC-00360,USR-0360,west,power_user,web,treatment,0,0,5,3.82,40.42,4.18,2.94,1,1,0,1,11.46,8.52
PRC-00361,USR-0361,north,price_sensitive,ios,control,1,1,1,4.17,44.51,4.66,3.02,1,1,0,1,12.67,9.65
PRC-00362,USR-0362,south,casual,android,treatment,1,0,2,5.45,48.29,5.26,3.2,1,1,0,1,13.95,10.75
PRC-00363,USR-0363,east,power_user,web,treatment,0,0,3,6.44,50.35,4.34,3.22,1,1,0,1,13.4,10.18
PRC-00364,USR-0364,west,price_sensitive,ios,control,0,0,4,6.87,21.64,4.99,3.46,1,1,0,1,8.89,5.43
PRC-00365,USR-0365,north,casual,android,treatment,0,0,5,2.17,25.1,4.15,2.58,1,1,0,1,8.67,6.09
PRC-00366,USR-0366,south,power_user,web,control,0,0,1,3.08,25.51,4.37,2.18,1,0,0,0,4.59,4.59
PRC-00367,USR-0367,east,price_sensitive,ios,control,1,0,2,3.33,30.24,4.48,2.73,1,0,0,0,5.44,5.44
PRC-00368,USR-0368,west,casual,android,treatment,1,0,3,4.13,33.66,5.32,3.06,1,0,0,0,6.06,6.06
PRC-00369,USR-0369,north,power_user,web,treatment,0,1,4,5.74,35.18,4.22,3.46,1,0,0,0,6.33,6.33
PRC-00370,USR-0370,south,price_sensitive,ios,control,0,0,5,6.65,39.68,4.29,3.56,1,0,0,0,7.14,7.14
PRC-00371,USR-0371,east,casual,android,control,0,0,1,7.03,40.15,4.44,3.05,1,0,0,0,7.23,7.23
PRC-00372,USR-0372,west,power_user,web,treatment,0,0,2,1.96,44.91,3.72,2.08,1,1,0,1,11.8,9.72
PRC-00373,USR-0373,north,price_sensitive,ios,treatment,1,0,3,2.42,46.84,4.41,2.68,1,1,0,1,12.84,10.16
PRC-00374,USR-0374,south,casual,android,treatment,1,0,4,3.6,49.3,5.04,3.09,1,1,0,1,13.91,10.82
PRC-00375,USR-0375,east,power_user,web,control,0,0,5,4.59,22.27,4.19,3.11,1,1,0,1,8.2,5.09
PRC-00376,USR-0376,west,price_sensitive,ios,control,0,0,1,5.3,24.82,4.53,2.67,1,0,0,0,4.47,4.47
PRC-00377,USR-0377,north,casual,android,control,0,1,2,6.66,27.68,4.77,3.37,1,1,0,1,9.75,6.38
PRC-00378,USR-0378,south,power_user,web,treatment,0,0,3,7.16,28.29,4.62,3.38,1,0,0,0,5.09,5.09
PRC-00379,USR-0379,east,price_sensitive,ios,treatment,1,0,4,1.57,32.85,3.4,2.65,1,0,0,0,5.91,5.91
PRC-00380,USR-0380,west,casual,android,treatment,1,0,5,3.22,35.84,4.84,3.16,1,0,0,0,6.45,6.45
PRC-00381,USR-0381,north,power_user,web,control,0,0,1,3.11,38.88,4.0,2.18,1,1,0,1,11.0,8.82
PRC-00382,USR-0382,south,price_sensitive,ios,treatment,0,0,2,4.48,41.46,3.69,2.64,1,1,0,1,11.15,8.51
PRC-00383,USR-0383,east,casual,android,control,0,0,3,5.03,44.05,4.78,2.91,1,1,0,1,12.71,9.8
PRC-00384,USR-0384,west,power_user,web,treatment,0,0,4,6.59,47.92,4.17,3.4,1,1,0,1,12.8,9.4
PRC-00385,USR-0385,north,price_sensitive,ios,control,1,1,5,7.28,49.84,5.19,4.3,1,1,0,1,14.16,9.86
PRC-00386,USR-0386,south,casual,android,control,1,0,1,2.69,20.98,4.33,2.44,1,0,0,0,3.78,3.78
PRC-00387,USR-0387,east,power_user,web,treatment,0,0,2,3.33,24.19,4.17,2.38,1,1,0,1,8.52,6.14
PRC-00388,USR-0388,west,price_sensitive,ios,treatment,0,0,3,3.11,25.0,3.15,2.48,1,1,0,1,7.65,5.17
PRC-00389,USR-0389,north,casual,android,treatment,0,0,4,4.93,29.68,3.86,3.03,1,1,1,0,5.34,5.34
PRC-00390,USR-0390,south,power_user,web,control,0,0,5,5.77,33.64,4.46,3.37,1,1,0,1,10.52,7.15
PRC-00391,USR-0391,east,price_sensitive,ios,treatment,1,0,1,6.18,36.65,4.23,3.21,1,0,0,0,6.6,6.6
PRC-00392,USR-0392,west,casual,android,control,1,0,2,7.0,39.77,5.58,3.54,1,0,0,0,7.16,7.16
PRC-00393,USR-0393,north,power_user,web,control,0,1,3,1.69,39.57,3.51,2.42,1,0,0,0,7.12,7.12
PRC-00394,USR-0394,south,price_sensitive,ios,control,0,0,4,2.7,45.34,4.16,2.54,1,1,0,1,12.32,9.78
PRC-00395,USR-0395,east,casual,android,treatment,0,0,5,4.27,46.85,3.71,3.04,1,1,0,1,12.14,9.1
PRC-00396,USR-0396,west,power_user,web,control,0,0,1,5.05,50.69,4.26,2.61,1,0,0,0,9.12,9.12
PRC-00397,USR-0397,north,price_sensitive,ios,control,1,0,2,5.89,19.96,5.14,3.3,1,1,0,1,8.73,5.43
PRC-00398,USR-0398,south,casual,android,control,1,0,3,6.29,24.28,4.85,3.53,1,0,0,0,4.37,4.37
PRC-00399,USR-0399,east,power_user,web,treatment,0,0,4,6.4,27.3,4.18,3.36,1,0,0,0,4.91,4.91
PRC-00400,USR-0400,west,price_sensitive,ios,treatment,0,0,5,1.88,30.29,2.87,2.51,1,1,0,1,8.32,5.81
PRC-00401,USR-0401,north,casual,android,control,0,1,1,2.46,31.54,3.6,2.29,1,1,0,1,9.28,6.99
PRC-00402,USR-0402,south,power_user,web,control,0,0,2,3.52,33.59,3.71,2.42,1,1,0,1,9.76,7.34
PRC-00403,USR-0403,east,price_sensitive,ios,control,1,0,3,4.37,37.42,4.5,3.11,1,0,0,0,6.74,6.74
PRC-00404,USR-0404,west,casual,android,treatment,1,0,4,5.39,42.72,5.01,3.49,1,1,0,1,12.7,9.21
PRC-00405,USR-0405,north,power_user,web,control,0,0,5,5.58,43.93,4.39,3.33,1,1,0,1,12.3,8.97
PRC-00406,USR-0406,south,price_sensitive,ios,control,0,0,1,6.6,45.98,4.74,2.95,1,0,0,0,8.28,8.28
PRC-00407,USR-0407,east,casual,android,control,0,0,2,1.87,48.37,4.18,2.06,1,1,0,1,12.89,10.83
PRC-00408,USR-0408,west,power_user,web,treatment,0,0,3,2.7,20.15,4.11,2.39,1,0,0,0,3.63,3.63
PRC-00409,USR-0409,north,price_sensitive,ios,treatment,1,1,4,3.48,22.38,4.57,3.32,1,1,0,1,8.6,5.28
PRC-00410,USR-0410,south,casual,android,treatment,1,0,5,4.25,28.19,5.28,3.39,1,1,0,1,10.35,6.96
PRC-00411,USR-0411,east,power_user,web,control,0,0,1,5.68,29.02,4.37,2.75,1,1,0,1,9.59,6.84
PRC-00412,USR-0412,west,price_sensitive,ios,treatment,0,0,2,6.32,32.51,4.07,3.04,1,0,0,0,5.85,5.85
PRC-00413,USR-0413,north,casual,android,control,0,0,3,6.83,35.98,4.48,3.3,1,0,0,0,6.48,6.48
PRC-00414,USR-0414,south,power_user,web,treatment,0,0,4,1.99,39.18,3.7,2.39,1,1,0,1,10.75,8.36
PRC-00415,USR-0415,east,price_sensitive,ios,treatment,1,0,5,3.25,41.8,3.74,3.17,1,0,0,0,7.52,7.52
PRC-00416,USR-0416,west,casual,android,control,1,0,1,3.71,43.6,5.14,2.67,1,0,0,0,7.85,7.85
PRC-00417,USR-0417,north,power_user,web,treatment,0,1,2,4.33,47.87,4.48,2.85,1,1,0,1,13.1,10.25
PRC-00418,USR-0418,south,price_sensitive,ios,control,0,0,3,5.49,50.69,4.3,3.01,1,0,0,0,9.12,9.12
PRC-00419,USR-0419,east,casual,android,control,0,0,4,6.31,22.44,4.49,3.34,1,0,0,0,4.04,4.04
PRC-00420,USR-0420,west,power_user,web,treatment,0,0,5,6.31,23.41,4.26,3.49,1,1,0,1,8.47,4.98
PRC-00421,USR-0001,north,price_sensitive,ios,treatment,1,0,1,2.03,26.81,3.81,2.3,1,0,0,0,4.83,4.83
PRC-00422,USR-0002,south,casual,android,treatment,1,0,2,2.71,29.45,4.4,2.6,1,1,0,1,9.7,7.1
PRC-00423,USR-0003,east,power_user,web,treatment,0,0,3,4.23,31.01,3.78,2.73,1,1,0,1,9.36,6.63
PRC-00424,USR-0004,west,price_sensitive,ios,control,0,0,4,4.47,35.19,4.19,2.93,1,0,0,0,6.33,6.33
PRC-00425,USR-0005,north,casual,android,control,0,1,5,5.67,37.45,4.11,3.6,1,0,0,0,6.74,6.74
PRC-00426,USR-0006,south,power_user,web,treatment,0,0,1,5.7,41.67,4.8,2.75,1,1,0,1,12.3,9.55
PRC-00427,USR-0007,east,price_sensitive,ios,control,1,0,2,7.45,44.16,5.19,3.64,1,1,0,1,13.14,9.5
PRC-00428,USR-0008,west,casual,android,treatment,1,0,3,1.54,46.61,4.72,2.49,1,1,0,1,13.11,10.62
PRC-00429,USR-0009,north,power_user,web,control,0,0,4,2.55,50.47,4.13,2.51,1,0,0,0,9.08,9.08
PRC-00430,USR-0010,south,price_sensitive,ios,control,0,0,5,4.15,19.36,3.91,3.01,1,1,0,1,7.39,4.38
PRC-00431,USR-0011,east,casual,android,control,0,0,1,4.53,24.92,4.38,2.5,1,0,0,0,4.49,4.49
PRC-00432,USR-0012,west,power_user,web,treatment,0,0,2,5.12,26.85,4.57,2.78,1,1,0,1,9.4,6.62
PRC-00433,USR-0013,north,price_sensitive,ios,treatment,1,1,3,6.24,28.74,4.29,3.77,1,1,0,1,9.46,5.69
PRC-00434,USR-0014,south,casual,android,control,1,0,4,7.13,31.24,5.38,3.87,1,1,0,1,11.0,7.13
PRC-00435,USR-0015,east,power_user,web,control,0,0,5,2.26,34.15,4.02,2.6,1,0,0,0,6.15,6.15
PRC-00436,USR-0016,west,price_sensitive,ios,treatment,0,0,1,2.89,38.34,3.09,2.14,1,1,0,1,9.99,7.85
PRC-00437,USR-0017,north,casual,android,control,0,0,2,3.11,40.56,3.67,2.33,1,0,0,0,7.3,7.3
PRC-00438,USR-0018,south,power_user,web,treatment,0,0,3,4.49,43.97,4.31,2.79,1,1,0,1,12.22,9.43
